1.618207404200042443e-01,1.493613336219961341e-01,1.393176733780761567e-01,1.489066897596881822e-01,1.434942628274516740e-01,1.421501768059463267e-01,1.405517067186259073e-01,1.431316302229919124e-01,1.472180125568302855e-01,1.523399725770368529e-01,-3.623259002670137924e-02,-3.950169589377205970e-02,-4.222595078299774818e-02,-3.487046258208845867e-02,-3.487046258208845173e-02,-3.323590964855312191e-02,-3.160135671501775739e-02,-3.922927040484958799e-02,-3.514288807101101364e-02,-3.051165475932743690e-02,0.000000000000000000e+00
1.493613336219961341e-01,1.813812513531066206e-01,1.687269971855382966e-01,1.510915060980007607e-01,1.532745182940031536e-01,1.492422602294869727e-01,1.505195929854949433e-01,1.637890596810275268e-01,1.672349714945514376e-01,1.712004762935699642e-01,-4.247131413725910992e-02,-4.630331240528256370e-02,-4.949664429530201831e-02,-4.087464819224943813e-02,-4.087464819224941037e-02,-3.895864905823769736e-02,-3.704264992422604680e-02,-4.598397921628053636e-02,-4.119398138125134751e-02,-3.576531716821824969e-02,0.000000000000000000e+00
1.393176733780761567e-01,1.687269971855382966e-01,1.991123619831130231e-01,1.422457963484160259e-01,1.506621202280436222e-01,1.506621202280435945e-01,1.534783863751174038e-01,1.733510139279787199e-01,1.627426571407950828e-01,1.601825792018474470e-01,-4.894998917514612607e-02,-5.336652955185100522e-02,-5.704697986577177832e-02,-4.710976401818577769e-02,-4.710976401818579851e-02,-4.490149382983334853e-02,-4.269322364148086385e-02,-5.299848452045900077e-02,-4.747780904957783071e-02,-4.122104351591251992e-02,0.000000000000000000e+00
1.489066897596881822e-01,1.510915060980007607e-01,1.422457963484160259e-01,1.642022082701881103e-01,1.533593129826082146e-01,1.493270549180920892e-01,1.477502345385000304e-01,1.474796131918884590e-01,1.529912679512157869e-01,1.541026196146351723e-01,-3.695244280868873604e-02,-4.028649779894640653e-02,-4.306487695749440514e-02,-3.556325322941474715e-02,-3.556325322941474021e-02,-3.389622573428593966e-02,-3.222919823915707666e-02,-4.000865988309166427e-02,-3.584109114526956574e-02,-3.111784657573789942e-02,0.000000000000000000e+00
1.434942628274516740e-01,1.532745182940031536e-01,1.506621202280436222e-01,1.533593129826082146e-01,1.719058959370714512e-01,1.571209497005122968e-01,1.569603810348561557e-01,1.574926030165259005e-01,1.525221909504223816e-01,1.563938803492822271e-01,-3.935195208198022376e-02,-4.290250414952730129e-02,-4.586129753914992835e-02,-3.787255538716897962e-02,-3.787255538716899350e-02,-3.609727935339539923e-02,-3.432200331962187434e-02,-4.260662481056511769e-02,-3.816843472613117710e-02,-3.313848596377287625e-02,0.000000000000000000e+00
1.421501768059463267e-01,1.492422602294869727e-01,1.506621202280435945e-01,1.493270549180920892e-01,1.571209497005122968e-01,1.719058959370713402e-01,1.569603810348561557e-01,1.628689471025474012e-01,1.565544490149385071e-01,1.496734502417553514e-01,-3.935195208198024458e-02,-4.290250414952729435e-02,-4.586129753914992835e-02,-3.787255538716898656e-02,-3.787255538716900044e-02,-3.609727935339540617e-02,-3.432200331962186740e-02,-4.260662481056513157e-02,-3.816843472613116323e-02,-3.313848596377288319e-02,0.000000000000000000e+00
1.405517067186259073e-01,1.505195929854949433e-01,1.534783863751174038e-01,1.477502345385000304e-01,1.569603810348561557e-01,1.569603810348561557e-01,1.688677202857760962e-01,1.602078371941975665e-01,1.510969185249335101e-01,1.509074835823049077e-01,-3.839214837266367863e-02,-4.185610160929492674e-02,-4.474272930648777458e-02,-3.694883452406729635e-02,-3.694883452406731023e-02,-3.521685790575163066e-02,-3.348488128743594416e-02,-4.156743883957557395e-02,-3.723749729378655199e-02,-3.233023020855888691e-02,0.000000000000000000e+00
1.431316302229919124e-01,1.637890596810275268e-01,1.733510139279787199e-01,1.474796131918884590e-01,1.574926030165259005e-01,1.628689471025474012e-01,1.602078371941975665e-01,1.902468066681099468e-01,1.698509778451325336e-01,1.577812657862451284e-01,-4.559067619253806547e-02,-4.970412066103784693e-02,-5.313199105145424705e-02,-4.387674099732984112e-02,-4.387674099732984112e-02,-4.182001876308003713e-02,-3.976329652883024701e-02,-4.936133362199607993e-02,-4.421952803637151097e-02,-3.839214837266360925e-02,0.000000000000000000e+00
1.472180125568302855e-01,1.672349714945514376e-01,1.627426571407950828e-01,1.529912679512157869e-01,1.525221909504223816e-01,1.565544490149385071e-01,1.510969185249335101e-01,1.698509778451325336e-01,1.799631954968605452e-01,1.610648047918022407e-01,-4.199141228260087205e-02,-4.578011113516637642e-02,-4.893736017897092061e-02,-4.041278776069855139e-02,-4.041278776069853751e-02,-3.851843833441584430e-02,-3.662408890813310253e-02,-4.546438623078591368e-02,-4.072851266507905577e-02,-3.536118929061123767e-02,0.000000000000000000e+00
1.523399725770368529e-01,1.712004762935699642e-01,1.601825792018474470e-01,1.541026196146351723e-01,1.563938803492822271e-01,1.496734502417553514e-01,1.509074835823049077e-01,1.577812657862451284e-01,1.610648047918022407e-01,1.770837843689109792e-01,-4.103160857328421590e-02,-4.473370859493404350e-02,-4.781879194630871133e-02,-3.948906689759684036e-02,-3.948906689759684036e-02,-3.763801688677204799e-02,-3.578696687594713766e-02,-4.442520025979659198e-02,-3.979757523273430575e-02,-3.455293353539727608e-02,0.000000000000000000e+00
