51.1 0 1 2 3
51.1 74.21187314370634 14.179039951764626 -32.54695217063726 0.0
51.1 -251.07771321015403 29.795181672698895 31.0821482072654 0.0
51.2 231.86230767725007 -13.77281827945337 -40.994655733493914 0.0
51.2 76.36559958050503 33.32566383040998 -31.760722761624894 0.0
51.2 -247.56736279148043 61.00219013961045 32.36362049081243 0.0
51.3 234.70430279444028 22.140313454909144 -11.321935981230297 0.0
51.3 73.58694633396345 13.698275535370483 -19.127285181334255 0.0
51.3 -248.07272894232085 32.10695560410181 -33.446829512552604 0.0
51.4 230.55111278210387 -14.781537762624998 -12.838080312805177 0.0
51.4 75.74067277076215 32.844899414015835 -18.341055772321887 0.0
51.4 -244.56237852364725 63.31396407101336 -32.16535722900557 0.0
51.5 232.89365112456954 6.043623594061966 -11.9829241030299 0.0
51.5 75.11793812897305 27.308789646861918 -18.568388399632315 0.0
51.5 -245.58713721861275 54.20386124475098 -32.53945089724349 0.0
52.1 260.72277318929406 10.335868532405145 -16.429028471525903 0.0
52.1 98.42776306898249 41.30161030025504 -25.109137509192667 0.0
52.1 -262.2257246617993 32.98362729419779 53.44093755586411 0.0
52.2 259.7967444733127 9.62346245818637 3.4564953966442866 0.0
52.2 95.87788535276842 39.339955826483234 29.646890367280577 0.0
52.2 -262.18195301698665 33.017301396420436 52.500986048260835 0.0
52.3 257.80449552275127 -15.607614307411207 -17.494361415346933 0.0
52.3 94.13954589741142 3.179367896962369 -26.67457423082777 0.0
52.3 -261.4503413028595 39.876783863073854 53.72399541764317 0.0
52.4 256.8784668067699 -16.320020381629984 2.3911624528232567 0.0
52.4 91.58966818119735 1.2177134231905615 28.08145364564547 0.0
52.4 -261.40656965804686 39.9104579652965 52.78404391003989 0.0
52.5 260.8716015392673 10.450364140054331 -19.624965762214035 0.0
52.5 97.54091240411337 40.619344416191 -6.064922400735591 0.0
52.5 -259.50432966744097 35.07723226656073 -4.998249243739135 0.0
52.6 259.52077019253016 -1.5585239329845826 -20.11809400416439 0.0
52.6 98.47264950782107 48.9024854751765 -5.724786764246919 0.0
52.6 -249.07650762730364 127.78055013673973 -1.1915167730685319 0.0
53.1 273.1468262326517 -12.811986487434197 -14.13788592111986 0.0
53.1 153.58874270227415 56.89678191036037 -9.005749193778893 0.0
53.1 -277.8313976114309 32.162044350672616 64.38342284005067 0.0
53.2 274.1801502812246 -12.017036702254453 -36.327467817264754 0.0
53.2 153.2211910377714 56.61401957927706 -1.1129514099552076 0.0
53.2 -275.8276245161827 33.7035733548765 21.354435699271104 0.0
54.1 249.6884035139802 -52.538911854747326 -13.033697658259605 0.0
54.1 205.14477628752067 35.25102675392292 0.46097234210538524 0.0
54.1 -292.34860505887235 33.700335923718 72.26746503988132 0.0
54.2 250.74143485422468 -51.72880099081164 -35.646473578682134 0.0
54.2 205.20943483755417 35.30076942712417 -0.9275041897585553 0.0
54.2 -289.9133302278765 35.57382489015355 19.972417444081753 0.0
56.1 200.1935354898164 -64.90380490991728 -28.050134486455413 0.0
56.1 223.04978999527972 -13.068864244892225 14.898787410779903 0.0
56.1 -288.5835241772357 50.348680040077895 72.75079832643365 0.0
56.2 212.66045688238242 45.92710227943873 -23.49901783988153 0.0
56.2 223.0587696702821 -12.98903495140105 14.902065489392678 0.0
56.2 -290.4024598575485 34.178345342342254 72.08678608210724 0.0
56.3 199.63651613619308 -65.33232722691491 -16.08871097944179 0.0
56.3 224.35036025503527 -12.068318433506388 -13.029634782039192 0.0
56.3 -283.597907640931 54.18418043320016 -34.3102408392525 0.0
56.4 212.1034375287591 45.498579962441106 -11.537594332867908 0.0
56.4 224.35933993003763 -11.988489140015213 -13.026356703426417 0.0
56.4 -285.4168433212438 38.01384573546452 -34.97425308357891 0.0
56.5 205.55146167380136 -12.748472779924803 -13.92942832640132 0.0
56.5 225.13105985439068 -5.1279004975657125 -12.74463619812908 0.0
56.5 -288.2897138131299 12.474032590967452 -36.02300989429163 0.0
57.1 242.13017362986747 -12.879186704030447 -37.00946181393804 0.0
57.1 107.88682751497876 42.38362989456313 -9.455383074946749 0.0
57.1 -237.90583373044814 49.47464185078712 -22.319454532473124 0.0
57.2 239.8303202776268 -14.648494145228241 12.377547400788554 0.0
57.2 108.54089531243285 42.886812856188016 -23.50082310635149 0.0
57.2 -236.97473404789255 50.19094908630608 -42.313872244976906 0.0
57.3 242.11199492391142 -13.040795364997914 -37.01609804823235 0.0
57.3 103.28934069584473 1.511980919574566 -11.133720343315323 0.0
57.3 -238.9176099603612 40.479953113858066 -22.688808882081116 0.0
57.4 239.81214157167076 -14.810102806195708 12.370911166494244 0.0
57.4 103.94340849329882 2.015163881199454 -25.179160374720063 0.0
57.4 -237.98651027780562 41.19626034937702 -42.6832265945849 0.0
58.1 228.93389667194612 -21.507764788954645 -75.49111720712365 0.0
58.1 161.46570893608373 46.730592336742056 -14.45092557200463 0.0
58.1 -237.96219628588022 34.309158441988565 -22.925150179281303 0.0
58.2 223.14807558397663 -25.95887307131974 48.75350000202084 0.0
58.2 161.4100779154564 46.687794660680915 -13.256306043038219 0.0
58.2 -237.03664345026826 35.021198415178375 -42.80045500102136 0.0
59.1 216.6599821621501 -21.669633189914247 -68.80466585827317 0.0
59.1 202.91912922625423 34.57682590790621 -16.627973557260383 0.0
59.1 -255.96044711423608 22.192406838639517 -30.43453719336126 0.0
59.2 211.54835676998144 -25.602073853649767 40.96228519506869 0.0
59.2 202.52267602618096 34.27182924527427 -8.114544722265284 0.0
59.2 -255.61379958082313 22.45908734665662 -37.8784400449269 0.0
61.1 214.9274302302187 -46.80681499685904 -9.412792038605385 0.0
61.1 111.35761680991995 42.34843413916572 -7.396972368145974 0.0
61.1 -236.19762345027345 41.76516191655387 36.37688883471442 0.0
61.2 216.15195587563912 -45.864771307739005 -35.70823356105209 0.0
61.2 109.02636497231401 40.554971430091825 42.66428735240193 0.0
61.2 -235.7937811789468 42.07584308891311 27.704787217507516 0.0
61.3 218.8853466295211 -11.620945823424858 -7.967933388790362 0.0
61.3 106.7113641099779 1.0432565776358798 -9.09311188335173 0.0
61.3 -236.6430496725597 37.805323657579144 36.21428359872759 0.0
61.4 220.10987227494152 -10.678902134304819 -34.263374911237065 0.0
