51.1 0 1 2 3
61.4 104.38011227237196 -0.750206131438011 40.96814783719617 0.0
61.4 -236.23920740123305 38.11600482993838 27.542181981520685 0.0
61.5 214.34284835395565 -47.25654152514133 3.1405085801656143 0.0
61.5 111.95466947560149 42.8077546098158 -20.218070492930423 0.0
61.5 -232.9980462279246 44.226638767968545 -32.33077446452257 0.0
61.6 215.94975984910513 -32.971101425501324 3.7271202563655312 0.0
61.6 113.90663388122591 60.16071441957996 -19.505495397586174 0.0
61.6 -226.72889920292343 99.95934375627853 -30.0421886551731 0.0
62.1 160.1831733906999 -33.50481382452255 14.693635815204665 0.0
62.1 149.64112659508646 41.59426816901244 8.592466280749399 0.0
62.1 -246.54635943168464 22.300527384278787 34.87588343877901 0.0
62.2 158.77019322459395 -34.591838055750365 45.035946300224374 0.0
62.2 150.3676285816807 42.15317570530113 -7.008424215807346 0.0
62.2 -244.16607108430821 24.131714525453003 -16.238385404082727 0.0
63.1 165.43442131102523 12.475582027885753 -10.582954372778552 0.0
63.1 200.60882930220464 41.34238033459987 3.5786008396962563 0.0
63.1 -275.41705599421743 23.616471873596794 57.22729544405245 0.0
63.2 163.427715441654 10.931796801964838 32.509011106380775 0.0
63.2 201.08889210652956 41.71169896576688 -6.730259122067715 0.0
63.2 -272.76662858892445 25.65548054602836 0.31206536616801017 0.0
65.1 201.507527733326 57.84656721796082 -62.0022388797092 0.0
65.1 67.6259059452157 -3.991800369648681 -23.021275047665288 0.0
65.1 -185.8169261319223 50.435731199271075 21.54855226248956 0.0
65.2 196.7318788113109 15.3910574912037 -63.74561518110593 0.0
65.2 72.98980928650225 43.69329001243208 -21.063153309471033 0.0
65.2 -185.55206124996562 52.79037949017642 21.645242610925102 0.0
66.0 255.47365837587452 24.352688918545148 -21.01962075513075 0.0
66.0 98.40671046516464 44.51405965379656 -18.867927798723233 0.0
66.0 -177.10273903037702 40.45043156198053 39.309662666016266 0.0
67.1 267.1714148171631 -17.275171892189253 -15.570250341017074 0.0
67.1 156.80601567354338 55.28611246127431 35.57649322986911 0.0
67.1 -180.37502265859013 30.222218882610523 43.75936913232415 0.0
67.2 267.67558152706636 -16.887309809345165 -26.39671713442872 0.0
67.2 159.10003572202027 57.05093226514254 -13.685251725528218 0.0
67.2 -181.1822295809077 29.601223977499977 61.09331595630302 0.0
67.3 267.23073294466786 -16.747833852820065 -15.548595939819721 0.0
67.3 149.96240376447457 -5.553584240933319 33.07819592764767 0.0
67.3 -180.2703466633938 31.152788278473768 43.797581666857226 0.0
67.4 267.7348996545711 -16.359971769975978 -26.375062733231367 0.0
67.4 152.25642381295145 -3.7887644370650873 -16.18354902774966 0.0
67.4 -181.07755358571137 30.53179337336322 61.1315284908361 0.0
67.5 268.19976382188474 -19.93927296130119 -46.94516450199803 0.0
67.5 157.66570379482286 45.044862228109814 -12.204955307432497 0.0
67.5 -168.5258388338947 107.29893672195436 -27.921649455223502 0.0
68.0 248.6697029089783 -44.029343684602 -18.713638383662694 0.0
68.0 215.94848991395736 38.22589726819271 -16.3544321266669 0.0
68.0 -186.31625067335676 32.33562129421564 51.16882043217279 0.0
70.1 190.99635297528232 -71.58640814813343 -32.66832405801733 0.0
70.1 245.29704922937137 -18.83498898645585 -10.38718310009043 0.0
70.1 -181.02056385535678 30.600458255432173 87.3144409225399 0.0
70.2 205.21693536569285 54.834541937426096 -27.47702404071195 0.0
70.2 246.26016599721157 -10.27288277371755 -10.035592148588508 0.0
70.2 -181.2756774593289 28.3324988070445 87.22131033053205 0.0
71.1 230.11467864062345 -23.793583314476034 -54.02469383193472 0.0
71.1 159.47958380407798 39.45126195049067 -8.649388275558332 0.0
71.1 -166.60360499664938 100.93156123024424 -26.041913951231432 0.0
71.2 226.32377276642822 -26.70997707739114 27.3811502227041 0.0
71.2 159.9952150938462 39.84794388545515 -19.72204524926311 0.0
71.2 -166.4972943758018 101.01334738950554 -28.324826297058713 0.0
72.0 208.68879739334014 -9.35149584563044 -48.41127804372725 0.0
72.0 123.0528475862957 47.61445800806998 -7.868618478680616 0.0
72.0 -173.47642016228366 38.8256587991005 20.934371305457177 0.0
73.1 187.12918558674178 -31.291584531199806 -40.62833216718973 0.0
73.1 163.5811685046475 34.69540328405017 17.54335072320509 0.0
73.1 -174.9667358500802 28.701061389296417 34.991227553290344 0.0
73.2 185.57214865906641 -32.48943352434183 -7.192549394407868 0.0
73.2 165.0688278233761 35.839879169884085 -14.402618532114037 0.0
73.2 -175.3632570691199 28.396012398778726 43.50611702633825 0.0
73.3 189.85543834561057 -7.055202751084952 -39.63309894777967 0.0
73.3 159.0185838793601 -5.865965254805274 15.877754688250578 0.0
73.3 -174.72090584967026 30.886489619881086 35.080969115931474 0.0
73.4 188.2984014179352 -8.253051744226973 -6.197316174997808 0.0
73.4 160.5062431980887 -4.721489368971356 -16.06821456706855 0.0
73.4 -175.11742706870996 30.581440629363392 43.595858588979375 0.0
73.5 183.81068476767783 -34.50105172609646 28.86756013032104 0.0
73.5 164.5538852068484 27.119243784071426 -25.731864226793075 0.0
73.5 -164.2919785731655 97.90298474778692 -30.218142125467484 0.0
74.0 166.78870963643996 -13.137690180528459 -19.31106868127804 0.0
74.0 213.11187938133105 39.85177653592314 -22.24343077062025 0.0
74.0 -182.13910456232543 31.417768468645782 54.204296504915106 0.0
76.1 163.93150697573458 86.71200077323434 -32.44274837551771 0.0
76.1 73.96653934675655 -24.58404688374535 -5.911566938501964 0.0
76.1 -133.26345666017485 62.113184195495606 30.587676282247784 0.0
76.2 156.5462399104698 21.056990774771847 -35.13877980314527 0.0
76.2 81.36604786162606 41.19756957429791 -3.210336593168375 0.0
76.2 -135.39154228994323 43.19450704200817 29.81080718762521 0.0
77.0 245.70990141057308 42.92785721697481 -27.756319062867675 0.0
77.0 107.43284362561873 60.32252400192538 -7.0887154203600105 0.0
77.0 -112.89269187694823 38.99130093191666 32.35252234645265 0.0
78.1 248.52731009097198 -47.299645430333435 -51.674061059003805 0.0
78.1 215.2799781296584 100.18865802095924 34.13201558145313 0.0
78.1 -121.5886104289908 14.713805230576382 31.04096682185317 0.0
78.2 246.4487167179195 -53.02085428736338 -18.124041199510213 0.0
78.2 210.5764729430999 34.13079537500491 -32.78387189353723 0.0
78.2 -114.46536189432767 83.14507937477858 47.371909446978776 0.0
78.3 252.31319557995135 -13.64313071862565 -50.29200321742707 0.0
78.3 202.73402351407967 -11.344854368893527 29.55204743212572 0.0
78.3 -120.43951441911108 24.92926654715935 31.46045049503921 0.0
78.4 250.74220959096064 -14.851710908154137 -16.556678554703968 0.0
78.4 205.71945033817136 -9.04812623626248 -34.55695409515094 0.0
78.4 -121.0682308918234 24.445586693185273 44.9614966382826 0.0
78.5 248.06995853733557 -51.77361162631316 -52.93855865419658 0.0
78.5 210.0002639256239 33.687510197142444 -20.410369892650156 0.0
78.5 -111.1338074074009 85.70808807215165 -24.169831240494297 0.0
78.6 246.95632410198127 -48.508225619861925 -17.938736396280696 0.0
78.6 218.26540495375008 102.48538615359028 -29.97698594582353 0.0
78.6 -122.21732690170313 14.230125376602308 44.54201296509655 0.0
80.1 185.33961929120534 -67.46994983516026 -20.54155033187191 0.0
80.1 228.20992511913005 -21.75646806484692 -48.6108228974848 0.0
80.1 -70.60712996060843 19.648590691525442 43.460063887183 0.0
80.2 198.67788719040993 51.107226121448846 -15.672343960784191 0.0
80.2 230.59542265283022 -0.5493995807531313 -47.73998420410396 0.0
80.2 -70.78844798184817 18.036673831621222 43.39387276919937 0.0
80.3 185.16742412041754 -67.60242184548055 -16.84383435439786 0.0
80.3 226.56644745386902 -23.020817054644787 -13.318813292017365 0.0
80.3 -67.40086261271279 22.115214344539847 -25.391263046826484 0.0
80.4 198.50569201962213 50.97475411112857 -11.974627983310143 0.0
80.4 228.9519449875692 -1.8137485705509986 -12.447974598636529 0.0
80.4 -67.58218063395252 20.503297484635628 -25.457454164810112 0.0
80.5 189.49677259859183 -29.114522205635616 -15.26338242826416 0.0
80.5 230.27896951038653 9.98349688365316 -11.963537165686391 0.0
80.5 -63.09765986853609 60.37067845945931 -23.820355761385258 0.0
81.1 214.4859434696154 -33.923843541253845 -54.29379705745129 0.0
81.1 199.94718451913184 27.960820333943204 -19.286012573809902 0.0
81.1 -110.18776081812983 85.40339467648029 -24.217807644199166 0.0
81.2 210.77129631440968 -36.78157046837574 25.47446864734644 0.0
81.2 199.33886859170053 27.492834887847373 -6.223047370291614 0.0
81.2 -110.10435369285287 85.46756087527625 -26.00889074113396 0.0
83.0 179.271313868536 11.328383031635592 -36.054454711200655 0.0
83.0 135.3487376813304 53.59597970532728 -8.082044930032932 0.0
83.0 -122.39702572030868 39.78592347177473 23.4485969647288 0.0
84.1 170.56203203927896 -27.10728352174001 -34.93558804252191 0.0
84.1 191.39370654033473 39.29413514588757 23.20450077804657 0.0
84.1 -112.48133616804743 35.15933027844348 34.87809337905671 0.0
84.2 170.25960636274112 -24.579751377077873 -21.018292716486798 0.0
84.2 192.68470136063547 28.59858930113614 -35.95290127614891 0.0
84.2 -106.89118944249222 85.36152928057045 38.279073799305166 0.0
84.3 173.00982944511503 -5.346369294244069 -34.04200644604342 0.0
84.3 185.9502908314091 -9.097820031496394 21.217352622778193 0.0
84.3 -113.73295948484349 24.032401400671404 34.42118156154038 0.0
84.4 172.3675072913999 -5.84051617761259 -20.248792155468742 0.0
84.4 188.68066241124475 -6.997309253828031 -37.414597210717695 0.0
84.4 -113.79524553266855 23.98448392463221 35.758711023967734 0.0
84.5 167.9149479701207 -26.383527925303664 29.330859123527514 0.0
84.5 191.13895967488898 27.4094298862124 -2.759672323887716 0.0
84.5 -103.8626391962822 87.69143282917727 -26.755959313182185 0.0
84.6 169.91970988556383 -27.601430405108527 -21.142373751947222 0.0
84.6 194.1240781201704 41.39464592355594 -35.42744905544932 0.0
84.6 -112.54362221587249 35.11141280240429 36.21562284148406 0.0
86.1 159.72102841409423 54.82841125141149 -5.989202159900227 0.0
86.1 96.99632181924098 0.026764815283090316 9.91093016678612 0.0
86.1 -80.22282146995585 41.774788755789835 18.700762995900508 0.0
86.2 154.29390678506311 6.58131041293465 -7.970402073745275 0.0
86.2 100.78421127680768 33.70109480387598 11.293719567864176 0.0
86.2 -82.11245486611952 24.97595150018587 18.01094217050166 0.0
87.0 217.72334354875386 35.23556639414129 -48.592003689337595 0.0
87.0 121.30711566169533 38.648873406144695 2.06001843630859 0.0
87.0 -60.94938502976554 42.548269344440435 7.789678879742892 0.0
88.0 228.29438795641485 -31.629389111968703 -60.675555366586174 0.0
88.0 190.45967428092612 45.74470583133005 -28.72558685295772 0.0
88.0 -44.81484836151729 36.448886086052774 18.80203964888524 0.0
90.1 184.12756354035284 -49.8243956654081 -25.67916118632618 0.0
90.1 204.62164538224295 -13.011977447580804 -39.752841962092724 0.0
90.1 -32.37447861882727 11.307999433774528 -3.61417341494939 0.0
90.2 193.62922596212348 34.64536497973419 -22.210528261149346 0.0
90.2 205.57550463300876 -4.5321705438191815 -39.40463051694497 0.0
90.2 -31.231037136863662 21.473192008064434 -3.1967539575642845 0.0
91.0 167.2243666796843 4.121825590756892 -19.764437426672025 0.0
91.0 138.99368995157351 34.85065631509733 -16.079658154217398 0.0
91.0 -75.24455328662067 36.8234194793635 14.886323468638153 0.0
92.0 159.07286804900832 -2.0952711890201257 -18.90146328555583 0.0
92.0 183.4611673900088 29.07939510625046 -24.701079134927056 0.0
92.0 -51.55746303343319 46.5102234354608 20.76125009814731 0.0
94.1 178.19410357344213 10.142899763973222 -38.1234708978091 0.0
94.1 134.63786304012885 29.449072177057378 -6.771298259877511 0.0
94.1 -44.98689886628474 50.753518094973856 -29.759934754340673 0.0
94.2 175.99064754520595 8.44775205235406 9.193503927878828 0.0
94.2 135.4684408153647 30.088046586789442 -24.60711035596423 0.0
94.2 -45.58448465048581 50.29378748923289 -16.927388452127605 0.0
94.3 176.44220181262315 -5.431503518458516 -38.76301204961099 0.0
94.3 131.15247400826283 -1.5360296091691037 -8.043658255037998 0.0
94.3 -48.54184675389999 19.15003821499137 -31.05768758357371 0.0
94.4 174.23874578438696 -7.126651230077679 8.55396277607693 0.0
94.4 131.98305178349867 -0.8970551994370415 -25.87947035112472 0.0
94.4 -49.13943253810106 18.690307609250404 -18.225141281360646 0.0
94.5 174.60432870172056 -6.845403482092816 0.7034418332913812 0.0
94.5 130.1072068563548 -2.340167380870382 14.402389625727722 0.0
94.5 -50.30835873164116 17.791037309939124 6.876358618820426 0.0
96.1 183.4257632642123 -4.25490893342201 -53.82141128166358 0.0
96.1 176.6517317025023 30.83437356951647 -13.706476831038078 0.0
96.1 -16.738157556074153 32.77723924149455 -30.4887213286817 0.0
96.2 179.79055652003626 -7.051521307205244 24.240952476072255 0.0
96.2 176.6524169029712 30.834900703251826 -13.72119081349206 0.0
96.2 -17.465709886384523 32.21752366196649 -14.865275770195394 0.0
96.3 183.26003810960438 -5.72820523897541 -53.88191013989348 0.0
96.3 172.49657882499994 -6.104927515565868 -15.223337717089441 0.0
96.3 -18.619955319151376 16.048060748950746 -31.1756817141168 0.0
96.4 179.62483136542835 -8.524817612758643 24.180453617842357 0.0
96.4 172.49726402546884 -6.104400381830511 -15.238051699543423 0.0
96.4 -19.347507649461747 15.488345169422683 -15.552236155630496 0.0
96.5 181.5114143638523 -7.073444491817376 -16.331995507114314 0.0
96.5 174.22641682704543 -4.77414038250629 -52.36984762989416 0.0
96.5 -18.20047255874408 16.37077435532905 -40.18364691044999 0.0
